BLACK,pov,SEX,EMPSTAT,EDUC,HCOVANY,VETSTAT,FTOTINC,AGE
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,60000,25
0,0,Male,Not in labor force,High school,With health insurance coverage,Veteran,67600,74
1,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,20000,50
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,152040,48
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,127800,36
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,53310,75
0,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,32000,35
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,227300,33
0,1,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,6300,69
1,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,109000,63
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,40000,26
0,0,Female,Employed,High school,With health insurance coverage,Veteran,65000,67
0,0,Female,Not in labor force,Some college,With health insurance coverage,Not a veteran,37100,59
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,48000,81
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,60000,58
0,0,Female,Not in labor force,Some college,With health insurance coverage,Not a veteran,37600,86
1,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,39200,49
0,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,135200,44
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Veteran,489300,76
1,0,Male,Not in labor force,High school,No health insurance coverage,Veteran,39000,62
0,1,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,35000,32
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,58800,72
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,56700,58
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,30000,35
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,70000,62
1,0,Male,Not in labor force,Some college,With health insurance coverage,Not a veteran,46800,78
0,0,Male,Employed,4+ years of college,With health insurance coverage,Veteran,106000,67
1,0,Male,Employed,High school,With health insurance coverage,Not a veteran,37000,61
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,180000,51
0,0,Male,Employed,High school,With health insurance coverage,Veteran,43500,55
0,1,Male,Not in labor force,Some college,With health insurance coverage,Not a veteran,3400,65
0,0,Male,Not in labor force,Some college,With health insurance coverage,Not a veteran,60800,83
0,1,Female,Not in labor force,Some college,With health insurance coverage,Not a veteran,10200,74
0,0,Male,Employed,4+ years of college,No health insurance coverage,Not a veteran,80000,29
0,0,Male,Unemployed,High school,With health insurance coverage,Not a veteran,18000,25
0,1,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,4000,68
0,0,Male,Employed,4+ years of college,No health insurance coverage,Not a veteran,100000,31
0,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,30500,43
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,130000,60
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,36900,25
0,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,200000,83
0,0,Male,Employed,4+ years of college,With health insurance coverage,Veteran,190700,53
0,1,Female,Employed,Some college,With health insurance coverage,Veteran,15000,45
1,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,47500,74
0,0,Male,Not in labor force,Some high school,With health insurance coverage,Not a veteran,27300,79
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,492000,39
0,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,63600,67
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,34000,62
0,0,Female,Employed,High school,No health insurance coverage,Not a veteran,16600,64
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,17500,70
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,42000,32
0,1,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,7200,61
1,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,40000,72
0,1,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,5000,28
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,50000,31
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,45400,69
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,133600,57
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,65500,59
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,45000,31
0,0,Male,Employed,4+ years of college,With health insurance coverage,Veteran,133600,64
0,0,Male,Not in labor force,Less than high school,With health insurance coverage,Not a veteran,26400,78
0,0,Female,Employed,High school,No health insurance coverage,Veteran,73500,64
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,46000,50
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,169200,61
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,144000,35
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,180000,73
0,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,173980,24
0,1,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,500,65
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,190000,65
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,132000,41
0,0,Male,Employed,4+ years of college,With health insurance coverage,Veteran,79600,45
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,112000,30
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,102500,41
1,0,Female,Not in labor force,Some college,With health insurance coverage,Not a veteran,45500,79
0,0,Male,Employed,Less than high school,With health insurance coverage,Veteran,106400,61
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,138800,67
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,105400,65
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,145000,41
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,91400,37
0,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,90900,70
0,0,Male,Employed,High school,No health insurance coverage,Veteran,62000,45
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,119000,34
0,1,Female,Employed,High school,With health insurance coverage,Not a veteran,9600,64
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,90000,48
0,1,Male,Not in labor force,Some high school,With health insurance coverage,Not a veteran,2400,64
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,316040,46
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,34400,58
0,1,Female,Employed,High school,With health insurance coverage,Veteran,0,50
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,32200,64
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,55000,57
1,0,Female,Not in labor force,Some college,With health insurance coverage,Not a veteran,39000,66
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,114000,59
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,36000,79
0,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,242810,45
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,68000,43
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,25000,68
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,40700,68
0,1,Male,Employed,Some college,With health insurance coverage,Not a veteran,8000,54
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,275600,52
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,118000,52
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,56800,76
1,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,39400,54
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,178400,65
0,0,Female,Not in labor force,High school,With health insurance coverage,Veteran,29800,75
1,0,Female,Employed,High school,With health insurance coverage,Not a veteran,33200,57
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,61000,60
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,68300,72
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,66000,55
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,112000,54
0,0,Male,Not in labor force,Some college,With health insurance coverage,Not a veteran,28200,75
0,0,Female,Employed,Some college,With health insurance coverage,Veteran,44400,63
1,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,59000,61
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,54000,53
0,0,Male,Not in labor force,Some college,With health insurance coverage,Veteran,44300,68
0,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,48400,78
1,0,Female,Employed,High school,With health insurance coverage,Not a veteran,22000,63
1,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,51400,61
0,0,Female,Not in labor force,Some college,With health insurance coverage,Not a veteran,47200,57
1,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,110000,64
0,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,106300,74
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,68900,63
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,37100,72
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,123150,60
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,43200,67
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,30240,25
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,59400,71
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,396200,57
0,1,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,19200,44
0,0,Male,Not in labor force,Some college,With health insurance coverage,Not a veteran,53000,73
0,1,Male,Not in labor force,4+ years of college,With health insurance coverage,Veteran,8200,73
1,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,96000,79
1,0,Female,Not in labor force,Some high school,With health insurance coverage,Not a veteran,34000,83
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,27900,43
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,26300,87
1,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,100200,81
1,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,187000,56
1,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,110790,45
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Veteran,60900,65
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,51000,67
0,1,Female,Not in labor force,High school,With health insurance coverage,Veteran,6100,67
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,26000,85
0,0,Male,Employed,Some college,With health insurance coverage,Veteran,90000,49
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,43800,67
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,178000,38
0,0,Male,Not in labor force,Some college,With health insurance coverage,Veteran,25800,64
0,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,195000,53
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,45000,23
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,202000,47
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,489000,46
0,1,Female,Unemployed,High school,With health insurance coverage,Veteran,0,52
0,0,Female,Employed,High school,With health insurance coverage,Veteran,178000,56
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,181500,43
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,109500,43
1,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,62700,73
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,45000,34
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,180000,48
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,235000,40
0,0,Female,Not in labor force,High school,With health insurance coverage,Veteran,18840,74
0,0,Male,Employed,Some high school,With health insurance coverage,Not a veteran,109000,37
0,1,Male,Not in labor force,Some high school,With health insurance coverage,Not a veteran,12000,75
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,106000,27
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,19000,69
0,1,Female,Not in labor force,Some college,With health insurance coverage,Not a veteran,0,27
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,83150,56
0,0,Male,Not in labor force,Some college,With health insurance coverage,Not a veteran,32000,69
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,27000,25
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,28000,30
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,494000,66
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,21000,69
0,1,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,4300,70
0,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Veteran,54100,73
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,114100,87
0,1,Male,Employed,Some high school,With health insurance coverage,Not a veteran,12000,70
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,45000,59
0,0,Female,Not in labor force,Some high school,With health insurance coverage,Not a veteran,37200,77
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,182600,65
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,72000,39
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,51000,36
1,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,18500,55
0,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,69000,67
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,27000,80
0,1,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,23850,49
0,0,Male,Unemployed,4+ years of college,With health insurance coverage,Not a veteran,26100,40
0,0,Male,Employed,4+ years of college,With health insurance coverage,Veteran,83000,43
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,245000,74
0,1,Female,Not in labor force,Some college,With health insurance coverage,Not a veteran,33500,47
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,87540,62
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,143700,46
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,43500,77
0,0,Male,Employed,4+ years of college,With health insurance coverage,Veteran,103000,75
0,1,Male,Employed,High school,With health insurance coverage,Not a veteran,12000,53
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,80000,58
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,49300,72
0,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,38800,58
0,0,Male,Employed,Less than high school,With health insurance coverage,Veteran,51000,55
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,38000,34
0,0,Female,Employed,High school,With health insurance coverage,Veteran,58000,63
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,96600,48
0,0,Male,Employed,High school,With health insurance coverage,Veteran,40000,52
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,43770,26
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,75000,51
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,175000,49
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,59800,64
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,28000,73
0,0,Female,Not in labor force,Some college,With health insurance coverage,Not a veteran,37260,64
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,25000,22
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,88000,65
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,33500,62
0,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,158000,59
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,89400,65
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Veteran,172000,66
0,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,65300,57
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,31300,73
1,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,60110,64
0,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,84000,38
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,131900,55
0,0,Female,Not in labor force,Some college,With health insurance coverage,Not a veteran,113260,71
