BLACK,pov,SEX,EMPSTAT,EDUC,HCOVANY,VETSTAT,FTOTINC,AGE
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,120030,35
1,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,117000,54
0,1,Female,Not in labor force,Some college,With health insurance coverage,Not a veteran,0,60
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,205000,35
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,68000,35
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,82000,65
0,1,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,13200,81
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,80000,63
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,124400,44
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,78900,70
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,57900,65
0,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,149000,50
0,0,Male,Employed,Some college,With health insurance coverage,Veteran,96580,24
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,134050,46
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,49100,49
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,70000,50
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,449000,55
0,1,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,12000,67
0,0,Female,Not in labor force,Some college,With health insurance coverage,Not a veteran,364000,61
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,67000,38
0,1,Male,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,2800,72
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,29400,69
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,35000,62
0,1,Female,Employed,Some college,With health insurance coverage,Not a veteran,6400,26
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,60000,27
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,41100,25
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,168000,56
0,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,135000,59
1,0,Female,Employed,High school,With health insurance coverage,Not a veteran,30900,65
0,0,Female,Employed,High school,No health insurance coverage,Not a veteran,33000,45
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,240000,32
0,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,20000,21
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,31400,82
0,0,Female,Not in labor force,High school,With health insurance coverage,Veteran,17800,84
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,118400,76
0,0,Female,Not in labor force,Some college,With health insurance coverage,Not a veteran,110000,68
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,48000,32
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,70400,59
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,139000,52
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,106300,64
0,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,138000,34
1,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,120400,73
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,116000,31
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,671000,53
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,65100,44
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,100000,60
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Veteran,104800,49
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,271000,44
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,205000,60
0,0,Female,Not in labor force,Some college,With health insurance coverage,Not a veteran,24300,76
0,0,Male,Employed,4+ years of college,With health insurance coverage,Veteran,120000,26
0,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,22000,70
0,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,116400,35
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,16310,45
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,489000,53
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,34500,38
0,0,Female,Not in labor force,Some college,With health insurance coverage,Not a veteran,99000,33
1,0,Female,Not in labor force,Some college,With health insurance coverage,Not a veteran,17000,70
0,0,Male,Employed,Some college,With health insurance coverage,Veteran,84000,67
0,0,Female,Not in labor force,Some college,With health insurance coverage,Not a veteran,19800,77
0,0,Female,Employed,Some college,With health insurance coverage,Veteran,125700,54
0,0,Female,Employed,Some college,With health insurance coverage,Veteran,32000,40
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,40900,59
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,119000,75
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Veteran,73200,64
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,140000,59
0,0,Male,Not in labor force,Some high school,With health insurance coverage,Not a veteran,24000,65
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,73000,36
0,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,51400,71
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,73000,58
0,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,48900,47
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,43000,35
0,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,93300,38
0,0,Male,Employed,Some high school,With health insurance coverage,Veteran,40000,54
0,0,Female,Employed,High school,With health insurance coverage,Veteran,78000,47
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,75000,30
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,50010,58
0,1,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,6020,89
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,50600,67
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,116000,39
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,83300,65
0,0,Male,Not in labor force,Some college,With health insurance coverage,Not a veteran,39600,79
1,0,Male,Employed,High school,With health insurance coverage,Not a veteran,32200,75
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,34000,78
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,90000,64
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,127850,40
0,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,129100,79
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,79800,29
0,0,Male,Employed,Some high school,With health insurance coverage,Not a veteran,49400,40
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,40250,29
0,0,Male,Not in labor force,Less than high school,With health insurance coverage,Not a veteran,47700,81
0,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,25800,61
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,33500,77
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,161500,70
0,0,Female,Unemployed,Some college,With health insurance coverage,Not a veteran,62000,24
0,0,Female,Employed,4+ years of college,With health insurance coverage,Veteran,275000,65
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,28600,47
1,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,38600,29
0,1,Male,Employed,High school,With health insurance coverage,Not a veteran,7500,39
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,67500,30
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,60730,95
0,0,Female,Employed,4+ years of college,No health insurance coverage,Not a veteran,30000,43
0,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,215000,67
0,0,Female,Unemployed,Some high school,With health insurance coverage,Not a veteran,23000,44
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,123000,47
1,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,50000,28
0,1,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,20,71
0,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,167900,65
0,0,Female,Not in labor force,Some college,With health insurance coverage,Not a veteran,71600,95
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,28200,83
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,124000,64
0,0,Female,Not in labor force,Some college,With health insurance coverage,Veteran,62300,69
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,125100,52
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,51500,72
0,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,122400,72
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,165200,62
0,0,Female,Not in labor force,Some college,With health insurance coverage,Veteran,23000,87
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,67600,64
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,27000,67
0,1,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,10370,57
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,41600,69
0,0,Female,Employed,Some college,With health insurance coverage,Veteran,64900,37
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,76000,89
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,75000,69
0,1,Female,Employed,High school,With health insurance coverage,Not a veteran,15600,56
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,28000,60
1,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,94600,81
0,1,Male,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,30,27
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,21600,61
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,80000,30
0,0,Female,Not in labor force,Some college,With health insurance coverage,Not a veteran,43320,61
0,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Veteran,35640,83
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,20000,57
1,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,13200,60
0,1,Female,Employed,Some college,With health insurance coverage,Not a veteran,5900,41
0,0,Male,Employed,4+ years of college,No health insurance coverage,Not a veteran,53140,57
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,58000,41
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,85000,39
0,0,Male,Not in labor force,Some college,With health insurance coverage,Not a veteran,53400,67
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,125000,69
1,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Veteran,39130,75
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,35300,95
0,1,Male,Not in labor force,Some college,With health insurance coverage,Not a veteran,14400,38
1,0,Female,Employed,Some college,With health insurance coverage,Veteran,92200,65
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,30000,19
0,0,Female,Employed,Less than high school,With health insurance coverage,Not a veteran,25100,63
0,1,Male,Employed,High school,With health insurance coverage,Not a veteran,0,43
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,142200,71
0,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,211800,64
1,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,18000,65
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,58000,50
1,0,Male,Unemployed,Some college,With health insurance coverage,Not a veteran,40300,63
0,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,192300,70
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,190300,65
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,41300,31
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,50400,41
0,0,Male,Not in labor force,Some college,With health insurance coverage,Not a veteran,68830,67
0,0,Male,Not in labor force,Less than high school,With health insurance coverage,Not a veteran,29400,86
0,0,Male,Not in labor force,Some college,With health insurance coverage,Not a veteran,227100,64
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,36000,75
0,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,42800,57
0,0,Male,Not in labor force,Some college,With health insurance coverage,Not a veteran,62600,78
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,54300,57
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,96000,51
0,1,Female,Unemployed,High school,With health insurance coverage,Not a veteran,9000,60
0,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,186000,50
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,42000,61
1,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,186000,35
0,1,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,1500,68
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,19510,76
0,0,Female,Not in labor force,Some college,With health insurance coverage,Not a veteran,32300,83
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,42100,66
0,0,Female,Not in labor force,Some college,With health insurance coverage,Not a veteran,28000,70
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,100000,38
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,230000,49
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Veteran,52940,60
1,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,186000,48
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,170550,46
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,102000,33
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,217000,41
0,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,57600,70
0,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,100600,59
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,52000,50
0,1,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,14000,64
0,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,172200,65
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,224000,36
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,220000,61
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,126000,79
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,134900,60
0,0,Female,Employed,Some high school,With health insurance coverage,Not a veteran,114980,48
0,0,Female,Not in labor force,Some college,With health insurance coverage,Veteran,28800,69
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,220000,62
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,120000,57
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,76000,32
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,100000,38
0,0,Female,Not in labor force,Some college,With health insurance coverage,Not a veteran,29150,77
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,117000,37
1,0,Male,Not in labor force,High school,With health insurance coverage,Veteran,46000,68
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,400000,62
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,20300,73
0,1,Male,Employed,High school,With health insurance coverage,Not a veteran,0,53
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,155100,40
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,18000,88
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,67400,76
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,137000,54
0,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,80000,38
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,131000,53
0,1,Female,Unemployed,4+ years of college,With health insurance coverage,Not a veteran,2200,59
0,0,Female,Employed,4+ years of college,With health insurance coverage,Veteran,240050,51
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,72000,59
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,401700,56
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,40000,36
0,1,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,0,75
0,0,Female,Not in labor force,High school,With health insurance coverage,Veteran,14000,76
1,0,Female,Employed,High school,With health insurance coverage,Not a veteran,37000,62
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,62000,27
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,50000,37
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,53600,67
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,38000,69
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,18000,69
0,1,Male,Unemployed,High school,With health insurance coverage,Not a veteran,12250,41
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,161040,37
0,1,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,0,36
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,110400,58
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,25700,66
1,0,Female,Not in labor force,Some high school,With health insurance coverage,Not a veteran,36000,79
0,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,137400,50
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,230000,50
1,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,52000,43
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,110000,36
0,1,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,12400,82
0,0,Male,Unemployed,Some college,With health insurance coverage,Not a veteran,40900,59
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,228000,67
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,100150,33
0,1,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,4080,66
1,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,240020,31
0,0,Female,Not in labor force,Some college,With health insurance coverage,Not a veteran,27000,91
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,130000,62
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,73000,29
1,0,Female,Not in labor force,High school,With health insurance coverage,Veteran,19730,73
1,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,78000,36
0,0,Male,Not in labor force,Some college,With health insurance coverage,Not a veteran,33300,66
1,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,171200,49
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,250000,57
0,0,Female,Employed,4+ years of college,With health insurance coverage,Veteran,70000,78
0,0,Male,Employed,Some high school,With health insurance coverage,Not a veteran,133000,32
0,0,Male,Not in labor force,Some high school,With health insurance coverage,Not a veteran,64000,67
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,25200,70
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,140000,48
0,1,Female,Not in labor force,Some high school,With health insurance coverage,Not a veteran,11500,81
0,0,Male,Unemployed,High school,With health insurance coverage,Not a veteran,25000,53
0,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,56050,50
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,53000,40
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,31800,35
1,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,23000,60
1,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,126000,42
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,44200,86
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,79000,74
1,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,78300,37
1,0,Male,Employed,High school,With health insurance coverage,Not a veteran,62600,37
1,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,60400,57
0,0,Female,Not in labor force,Some high school,With health insurance coverage,Not a veteran,14800,74
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,91400,56
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,134900,75
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,30000,70
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,62500,59
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,117500,43
0,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,87840,36
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,53000,44
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,65000,34
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,41400,40
0,1,Female,Not in labor force,4+ years of college,With health insurance coverage,Veteran,3480,72
0,0,Male,Employed,4+ years of college,No health insurance coverage,Not a veteran,60000,60
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,173500,74
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,68000,55
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,171400,55
0,1,Female,Not in labor force,Some college,With health insurance coverage,Not a veteran,10400,69
1,0,Female,Not in labor force,Some college,With health insurance coverage,Not a veteran,51800,49
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,203700,49
0,1,Female,Not in labor force,Some college,With health insurance coverage,Not a veteran,0,66
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,75000,37
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,75250,35
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,225200,60
0,0,Female,Not in labor force,High school,With health insurance coverage,Veteran,63100,41
0,1,Female,Not in labor force,Some high school,With health insurance coverage,Not a veteran,14000,38
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,68000,36
0,1,Male,Employed,Some college,With health insurance coverage,Not a veteran,7200,37
0,0,Male,Not in labor force,Some college,With health insurance coverage,Not a veteran,24600,54
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,92800,82
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,267900,42
0,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,70600,83
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,43000,66
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,45000,28
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,80000,33
0,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,105000,57
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,148800,49
0,1,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,16000,62
0,1,Male,Not in labor force,Some high school,With health insurance coverage,Not a veteran,8400,84
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,87710,66
0,0,Female,Not in labor force,Some college,With health insurance coverage,Not a veteran,92600,73
0,0,Female,Not in labor force,High school,With health insurance coverage,Veteran,100600,47
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,70000,62
1,0,Female,Employed,High school,With health insurance coverage,Not a veteran,36700,63
0,0,Female,Not in labor force,Some college,With health insurance coverage,Not a veteran,50010,40
0,0,Male,Employed,High school,With health insurance coverage,Veteran,56000,69
0,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,68400,74
0,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,19000,66
0,0,Male,Not in labor force,Some high school,With health insurance coverage,Not a veteran,25100,70
0,0,Male,Not in labor force,Some high school,With health insurance coverage,Not a veteran,24000,59
0,0,Male,Not in labor force,Some college,With health insurance coverage,Not a veteran,59000,71
0,0,Female,Not in labor force,Some college,With health insurance coverage,Not a veteran,100000,29
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,140000,68
0,0,Female,Employed,High school,With health insurance coverage,Veteran,36000,57
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,115000,52
0,0,Female,Not in labor force,Some college,With health insurance coverage,Not a veteran,60000,43
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,167100,40
0,0,Female,Not in labor force,Some high school,With health insurance coverage,Not a veteran,16700,73
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,15200,64
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,110900,57
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,122800,55
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,184000,56
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,142500,45
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,105000,37
0,0,Male,Employed,4+ years of college,With health insurance coverage,Veteran,73600,64
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,35000,26
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,120000,50
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,96000,30
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,202000,42
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,43700,24
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,122000,44
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,100700,80
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,81000,46
0,0,Male,Employed,4+ years of college,With health insurance coverage,Veteran,86480,50
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,64200,48
0,0,Male,Not in labor force,Some college,With health insurance coverage,Not a veteran,154250,68
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,70000,50
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,64070,63
1,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,28800,62
0,0,Male,Employed,4+ years of college,With health insurance coverage,Veteran,108600,66
0,0,Female,Employed,4+ years of college,No health insurance coverage,Not a veteran,109500,33
