pov,EMPSTAT,EDUC,BLACK,SEX,HCOVANY,VETSTAT,FTOTINC,AGE
0,Employed,Some college,0,Male,With health insurance coverage,Not a veteran,113000,64
0,Not in labor force,4+ years of college,0,Male,With health insurance coverage,Not a veteran,56600,57
1,Not in labor force,4+ years of college,0,Female,With health insurance coverage,Not a veteran,73600,65
0,Not in labor force,Some college,0,Male,With health insurance coverage,Not a veteran,83800,69
1,Employed,High school,0,Male,With health insurance coverage,Not a veteran,85000,49
0,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,43400,72
0,Not in labor force,Some college,0,Male,With health insurance coverage,Not a veteran,96800,73
0,Employed,High school,1,Male,With health insurance coverage,Veteran,102100,24
0,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,65570,67
0,Employed,Some college,1,Female,With health insurance coverage,Not a veteran,33200,32
0,Employed,Some college,0,Female,With health insurance coverage,Not a veteran,62000,41
0,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,22000,74
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,90700,45
0,Unemployed,Some college,0,Male,With health insurance coverage,Veteran,78800,60
0,Employed,Some college,0,Male,With health insurance coverage,Not a veteran,65000,53
0,Employed,Some college,0,Male,With health insurance coverage,Not a veteran,185130,54
0,Not in labor force,4+ years of college,0,Female,With health insurance coverage,Not a veteran,34500,68
0,Not in labor force,4+ years of college,0,Female,With health insurance coverage,Not a veteran,107500,57
1,Employed,High school,0,Male,With health insurance coverage,Not a veteran,78000,77
1,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,220000,54
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,70600,66
0,Not in labor force,4+ years of college,0,Male,With health insurance coverage,Not a veteran,77500,65
0,Employed,Some college,0,Male,With health insurance coverage,Not a veteran,90000,56
1,Not in labor force,4+ years of college,0,Male,With health insurance coverage,Not a veteran,139000,82
0,Employed,Some high school,0,Male,With health insurance coverage,Not a veteran,31100,62
1,Not in labor force,Some high school,0,Female,With health insurance coverage,Not a veteran,75900,63
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,185000,46
0,Not in labor force,Some college,0,Female,With health insurance coverage,Not a veteran,112200,66
0,Not in labor force,High school,0,Male,With health insurance coverage,Veteran,71000,70
0,Employed,High school,0,Male,With health insurance coverage,Not a veteran,63000,33
0,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,59800,82
0,Unemployed,High school,0,Male,With health insurance coverage,Not a veteran,67600,59
0,Not in labor force,4+ years of college,0,Female,With health insurance coverage,Not a veteran,343200,61
0,Not in labor force,Some high school,0,Female,With health insurance coverage,Not a veteran,26000,67
0,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,20700,81
0,Employed,4+ years of college,0,Male,No health insurance coverage,Not a veteran,180000,52
0,Not in labor force,High school,0,Male,No health insurance coverage,Not a veteran,47100,45
0,Employed,Some college,0,Female,With health insurance coverage,Not a veteran,75300,24
0,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,24600,71
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,53000,64
0,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,33600,47
0,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,67550,80
0,Not in labor force,Some college,0,Male,With health insurance coverage,Not a veteran,44900,56
0,Employed,Some college,0,Male,With health insurance coverage,Not a veteran,137700,70
0,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,28000,60
0,Employed,Some college,0,Male,With health insurance coverage,Not a veteran,34200,37
0,Not in labor force,High school,0,Female,With health insurance coverage,Veteran,26000,66
0,Employed,Some college,0,Female,With health insurance coverage,Not a veteran,73200,23
0,Not in labor force,Some college,0,Female,With health insurance coverage,Not a veteran,49000,65
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,140000,47
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,150000,72
0,Employed,Some college,0,Female,With health insurance coverage,Not a veteran,100000,55
1,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,95000,35
0,Employed,Some college,0,Female,With health insurance coverage,Veteran,99900,42
1,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,81000,64
0,Employed,Some college,0,Male,With health insurance coverage,Not a veteran,164800,33
1,Employed,Some college,0,Female,With health insurance coverage,Not a veteran,112000,51
1,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,223000,46
0,Not in labor force,4+ years of college,0,Male,With health insurance coverage,Not a veteran,128700,74
0,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,73000,66
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,124000,49
0,Not in labor force,Some college,0,Male,With health insurance coverage,Veteran,37600,57
1,Employed,Some college,0,Male,With health insurance coverage,Not a veteran,105000,52
0,Employed,High school,0,Male,With health insurance coverage,Not a veteran,109000,59
0,Not in labor force,4+ years of college,0,Male,With health insurance coverage,Not a veteran,150100,86
0,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,59950,31
0,Employed,Some college,0,Female,With health insurance coverage,Not a veteran,50000,62
0,Employed,High school,0,Male,With health insurance coverage,Not a veteran,34000,38
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,124000,65
0,Not in labor force,High school,0,Female,With health insurance coverage,Veteran,379200,87
1,Not in labor force,Some college,0,Female,With health insurance coverage,Not a veteran,40660,81
0,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,22000,56
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,310000,46
0,Employed,Some college,0,Female,With health insurance coverage,Not a veteran,137000,44
0,Employed,4+ years of college,0,Male,With health insurance coverage,Veteran,39100,72
0,Not in labor force,4+ years of college,0,Male,With health insurance coverage,Not a veteran,83700,84
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,65000,44
0,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,36600,73
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,135000,48
0,Employed,Some college,0,Female,With health insurance coverage,Not a veteran,86000,31
0,Unemployed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,35000,65
0,Not in labor force,4+ years of college,1,Male,With health insurance coverage,Not a veteran,269700,69
0,Unemployed,Some college,0,Male,With health insurance coverage,Not a veteran,60200,38
1,Employed,High school,0,Female,With health insurance coverage,Not a veteran,37000,24
0,Employed,Some college,0,Female,With health insurance coverage,Not a veteran,29000,49
0,Employed,High school,0,Male,With health insurance coverage,Not a veteran,56700,51
0,Employed,High school,0,Female,With health insurance coverage,Veteran,41600,62
0,Not in labor force,4+ years of college,0,Male,With health insurance coverage,Not a veteran,79000,77
1,Employed,Some college,0,Male,With health insurance coverage,Not a veteran,138000,58
0,Employed,Some college,0,Female,With health insurance coverage,Not a veteran,175000,44
0,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,61000,86
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,81200,37
1,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,53000,32
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,16500,24
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,82050,38
0,Employed,Some college,0,Male,With health insurance coverage,Not a veteran,70000,26
0,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,47380,71
0,Not in labor force,Some high school,0,Female,With health insurance coverage,Not a veteran,28600,76
0,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,44380,63
0,Employed,Some college,0,Female,With health insurance coverage,Not a veteran,56000,59
0,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,69600,70
0,Employed,Some college,0,Female,With health insurance coverage,Not a veteran,39700,29
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,20000,37
0,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,20000,84
0,Not in labor force,4+ years of college,1,Male,With health insurance coverage,Not a veteran,17600,85
0,Employed,Some college,0,Female,With health insurance coverage,Not a veteran,210000,57
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,69300,61
1,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,88460,77
0,Not in labor force,Some college,0,Female,With health insurance coverage,Not a veteran,55600,74
0,Employed,High school,0,Male,With health insurance coverage,Not a veteran,195120,54
0,Employed,Some college,0,Male,With health insurance coverage,Not a veteran,141700,49
0,Not in labor force,4+ years of college,0,Male,With health insurance coverage,Not a veteran,128000,67
0,Employed,Some college,0,Male,With health insurance coverage,Not a veteran,69000,59
0,Not in labor force,Some college,0,Female,With health insurance coverage,Not a veteran,135850,74
0,Employed,High school,0,Male,With health insurance coverage,Not a veteran,150000,42
0,Not in labor force,4+ years of college,0,Male,With health insurance coverage,Not a veteran,122400,82
1,Employed,Some college,0,Male,With health insurance coverage,Not a veteran,105800,61
0,Employed,Some college,1,Female,With health insurance coverage,Not a veteran,100000,61
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,145500,48
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,30000,60
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,273000,56
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,95000,36
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,150000,36
0,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,27600,73
0,Not in labor force,4+ years of college,1,Female,With health insurance coverage,Not a veteran,132700,68
0,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,61900,60
0,Not in labor force,4+ years of college,0,Male,With health insurance coverage,Not a veteran,26700,35
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,37700,66
0,Not in labor force,Less than high school,0,Male,With health insurance coverage,Not a veteran,23700,67
0,Not in labor force,4+ years of college,0,Female,With health insurance coverage,Not a veteran,90000,39
0,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,46200,75
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,75400,62
0,Employed,High school,0,Male,With health insurance coverage,Not a veteran,86000,68
0,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,66250,72
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,30800,55
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,65900,29
0,Not in labor force,Some college,0,Female,With health insurance coverage,Not a veteran,90300,73
1,Employed,High school,0,Male,With health insurance coverage,Not a veteran,100000,53
0,Employed,High school,0,Male,With health insurance coverage,Not a veteran,29200,57
1,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,113000,35
0,Not in labor force,Some college,0,Male,With health insurance coverage,Not a veteran,75000,75
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,61000,25
0,Employed,4+ years of college,1,Male,With health insurance coverage,Not a veteran,209900,50
0,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,515200,36
0,Not in labor force,4+ years of college,0,Male,With health insurance coverage,Not a veteran,56000,85
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,46800,32
0,Employed,Some college,0,Male,With health insurance coverage,Veteran,60000,82
0,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,30900,79
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,39000,30
0,Employed,High school,0,Male,With health insurance coverage,Veteran,71200,59
0,Not in labor force,4+ years of college,0,Male,With health insurance coverage,Not a veteran,92700,67
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,20000,47
1,Employed,Some college,0,Male,With health insurance coverage,Veteran,87100,47
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,62400,32
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,94000,44
0,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,75500,74
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,20000,63
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,190000,55
0,Not in labor force,Some college,0,Female,With health insurance coverage,Not a veteran,26800,65
0,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,31800,82
0,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,30000,68
0,Employed,High school,0,Male,With health insurance coverage,Not a veteran,50000,27
0,Not in labor force,4+ years of college,0,Male,With health insurance coverage,Not a veteran,90000,86
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,513220,65
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,119300,51
0,Not in labor force,4+ years of college,0,Female,With health insurance coverage,Not a veteran,32000,87
1,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,156000,60
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,63000,52
0,Not in labor force,4+ years of college,0,Male,With health insurance coverage,Not a veteran,150000,72
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,340000,42
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,74000,34
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,60000,73
0,Not in labor force,High school,0,Male,No health insurance coverage,Not a veteran,19700,63
0,Not in labor force,4+ years of college,0,Male,With health insurance coverage,Not a veteran,114030,88
0,Employed,Some college,0,Male,With health insurance coverage,Not a veteran,186100,45
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,76000,26
0,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,74700,76
0,Not in labor force,High school,0,Male,No health insurance coverage,Not a veteran,19880,63
0,Employed,Some college,0,Male,With health insurance coverage,Not a veteran,69900,48
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,208000,52
0,Not in labor force,Some college,0,Female,With health insurance coverage,Not a veteran,42400,67
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,121000,34
0,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,27900,56
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,148070,34
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,45000,28
1,Unemployed,4+ years of college,0,Female,No health insurance coverage,Not a veteran,145200,43
1,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,35000,69
1,Not in labor force,Some college,0,Female,With health insurance coverage,Not a veteran,63300,69
0,Employed,Some college,0,Male,With health insurance coverage,Not a veteran,52000,60
0,Employed,High school,1,Female,With health insurance coverage,Not a veteran,138000,71
0,Not in labor force,Some college,0,Male,No health insurance coverage,Not a veteran,26000,20
0,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,52510,82
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,442000,58
0,Not in labor force,Some college,0,Female,With health insurance coverage,Veteran,224800,41
0,Employed,Some college,0,Female,With health insurance coverage,Not a veteran,77000,41
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,158000,40
0,Employed,Some college,0,Male,With health insurance coverage,Not a veteran,20000,31
0,Employed,Some college,0,Male,With health insurance coverage,Not a veteran,56000,69
0,Employed,Some college,0,Male,With health insurance coverage,Not a veteran,94000,47
0,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,26750,62
0,Not in labor force,High school,0,Female,No health insurance coverage,Not a veteran,42000,50
0,Not in labor force,Some college,0,Female,With health insurance coverage,Not a veteran,75600,36
0,Employed,4+ years of college,0,Female,No health insurance coverage,Not a veteran,86000,56
0,Employed,Some college,0,Male,With health insurance coverage,Not a veteran,76000,30
0,Not in labor force,High school,1,Male,With health insurance coverage,Not a veteran,53800,75
0,Not in labor force,4+ years of college,0,Female,With health insurance coverage,Not a veteran,53200,70
0,Employed,High school,0,Male,With health insurance coverage,Not a veteran,55200,62
0,Employed,Some high school,0,Male,With health insurance coverage,Not a veteran,74600,20
0,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,28100,56
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,40000,48
0,Not in labor force,Some college,0,Female,With health insurance coverage,Not a veteran,79700,66
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,121000,46
1,Not in labor force,4+ years of college,0,Female,With health insurance coverage,Not a veteran,30100,70
0,Employed,Some college,0,Male,With health insurance coverage,Not a veteran,26000,24
0,Not in labor force,High school,0,Male,With health insurance coverage,Veteran,534000,75
0,Employed,Some college,0,Male,With health insurance coverage,Not a veteran,156200,70
0,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,81000,43
0,Employed,Some college,0,Female,With health insurance coverage,Veteran,50000,48
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,100000,52
1,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,179000,61
0,Not in labor force,4+ years of college,0,Female,With health insurance coverage,Not a veteran,32000,73
0,Unemployed,Some college,0,Female,With health insurance coverage,Not a veteran,40080,59
0,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,73000,86
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,65000,60
0,Employed,Some college,0,Female,With health insurance coverage,Not a veteran,120600,51
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,169500,50
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,106000,34
0,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,73500,56
0,Employed,High school,0,Male,With health insurance coverage,Not a veteran,195000,70
1,Not in labor force,Some college,1,Male,With health insurance coverage,Not a veteran,39500,76
0,Not in labor force,4+ years of college,0,Male,With health insurance coverage,Not a veteran,41200,58
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,394000,34
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,107410,63
0,Not in labor force,Some college,0,Male,With health insurance coverage,Not a veteran,50000,83
0,Employed,Some college,0,Male,With health insurance coverage,Not a veteran,100000,60
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,150000,57
0,Not in labor force,4+ years of college,0,Female,With health insurance coverage,Veteran,60000,69
0,Not in labor force,High school,0,Male,With health insurance coverage,Veteran,70000,76
0,Unemployed,Some college,0,Female,With health insurance coverage,Not a veteran,58000,58
1,Employed,High school,0,Female,No health insurance coverage,Not a veteran,31600,60
0,Not in labor force,Some college,0,Female,With health insurance coverage,Not a veteran,35900,95
0,Employed,Some college,0,Male,With health insurance coverage,Not a veteran,101000,40
0,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,59100,66
0,Employed,4+ years of college,1,Male,With health insurance coverage,Not a veteran,50000,69
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,36000,55
1,Employed,4+ years of college,1,Female,With health insurance coverage,Not a veteran,175000,54
0,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,69400,65
1,Employed,High school,0,Female,No health insurance coverage,Not a veteran,64300,43
0,Employed,4+ years of college,0,Female,No health insurance coverage,Not a veteran,73040,31
0,Employed,Some college,0,Female,With health insurance coverage,Not a veteran,85600,48
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,120000,48
1,Employed,Some college,0,Male,With health insurance coverage,Not a veteran,170000,41
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,156000,58
0,Employed,High school,0,Male,With health insurance coverage,Not a veteran,136030,39
0,Not in labor force,4+ years of college,0,Female,With health insurance coverage,Not a veteran,33200,77
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,583000,65
0,Employed,Some college,1,Female,With health insurance coverage,Not a veteran,125000,53
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,41500,23
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,135000,25
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,246000,64
0,Not in labor force,Some college,0,Male,With health insurance coverage,Not a veteran,58800,59
0,Not in labor force,Some college,0,Female,With health insurance coverage,Not a veteran,23600,64
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,26000,33
1,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,373000,44
1,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,32600,70
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,27100,64
0,Not in labor force,High school,0,Female,With health insurance coverage,Veteran,26800,81
0,Unemployed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,135000,46
0,Employed,Some college,1,Female,With health insurance coverage,Not a veteran,92500,44
1,Employed,Some college,1,Female,With health insurance coverage,Not a veteran,102000,46
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,30100,89
1,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,242550,42
0,Not in labor force,High school,0,Male,With health insurance coverage,Veteran,38720,78
0,Employed,High school,0,Male,With health insurance coverage,Not a veteran,96000,63
0,Not in labor force,4+ years of college,0,Male,With health insurance coverage,Not a veteran,73000,73
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,91000,37
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,45000,62
1,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,48000,49
0,Not in labor force,Some college,0,Female,With health insurance coverage,Not a veteran,26900,63
1,Employed,High school,0,Male,With health insurance coverage,Not a veteran,159200,56
0,Employed,High school,0,Male,No health insurance coverage,Veteran,79300,59
0,Not in labor force,Some high school,0,Male,With health insurance coverage,Not a veteran,66600,66
1,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,348000,43
0,Not in labor force,4+ years of college,0,Male,With health insurance coverage,Not a veteran,72200,73
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,40000,27
0,Employed,Some college,0,Male,With health insurance coverage,Veteran,71000,37
0,Not in labor force,Some college,0,Female,With health insurance coverage,Not a veteran,34100,89
1,Not in labor force,4+ years of college,0,Male,With health insurance coverage,Not a veteran,46200,68
0,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,14310,60
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,65500,55
0,Employed,High school,0,Male,With health insurance coverage,Not a veteran,40000,31
1,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,20400,88
0,Employed,High school,0,Male,With health insurance coverage,Not a veteran,100000,52
0,Employed,High school,0,Male,With health insurance coverage,Not a veteran,45000,39
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,99470,32
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,275000,37
0,Employed,4+ years of college,0,Male,With health insurance coverage,Veteran,54000,47
0,Employed,High school,0,Male,With health insurance coverage,Not a veteran,59000,39
0,Employed,Some college,0,Male,With health insurance coverage,Not a veteran,195000,43
0,Not in labor force,4+ years of college,0,Male,With health insurance coverage,Not a veteran,218010,77
0,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,80200,79
0,Not in labor force,4+ years of college,0,Male,With health insurance coverage,Not a veteran,73300,56
0,Employed,Some college,0,Male,With health insurance coverage,Not a veteran,162600,53
