pov,EMPSTAT,EDUC,BLACK,SEX,HCOVANY,VETSTAT,FTOTINC,AGE
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,91710,56
1,Not in labor force,Some college,0,Male,With health insurance coverage,Veteran,7500,63
1,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,14300,75
0,Employed,Some college,0,Female,With health insurance coverage,Not a veteran,80000,58
1,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,0,76
0,Not in labor force,Some college,0,Male,With health insurance coverage,Not a veteran,45000,84
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,330000,46
1,Not in labor force,Some college,0,Male,With health insurance coverage,Not a veteran,4000,22
0,Not in labor force,4+ years of college,0,Male,With health insurance coverage,Veteran,45200,75
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,90000,49
0,Employed,4+ years of college,0,Female,With health insurance coverage,Veteran,24500,52
0,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,42200,79
1,Employed,High school,0,Female,With health insurance coverage,Not a veteran,10000,40
1,Not in labor force,Some college,0,Female,With health insurance coverage,Not a veteran,6200,60
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,75400,51
0,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,48000,84
1,Employed,Some college,0,Female,With health insurance coverage,Not a veteran,11200,45
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,79000,29
0,Not in labor force,4+ years of college,0,Female,With health insurance coverage,Not a veteran,116000,69
0,Employed,Some college,0,Female,With health insurance coverage,Veteran,52400,57
0,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,23800,67
0,Employed,Some college,0,Male,With health insurance coverage,Not a veteran,357000,65
0,Employed,Some college,0,Male,With health insurance coverage,Not a veteran,60000,42
0,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,25800,71
0,Employed,4+ years of college,1,Female,With health insurance coverage,Veteran,85000,40
0,Not in labor force,4+ years of college,0,Male,With health insurance coverage,Not a veteran,90400,72
0,Not in labor force,Some high school,0,Female,With health insurance coverage,Not a veteran,40900,86
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,70000,26
0,Employed,Some high school,0,Female,With health insurance coverage,Not a veteran,31000,21
0,Employed,High school,1,Male,With health insurance coverage,Not a veteran,80080,59
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,126000,70
1,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,10700,69
0,Employed,Some college,0,Female,With health insurance coverage,Not a veteran,313000,57
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,60000,50
0,Employed,4+ years of college,0,Male,With health insurance coverage,Veteran,166400,52
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,191000,45
0,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,58000,69
0,Not in labor force,4+ years of college,0,Male,With health insurance coverage,Not a veteran,404800,60
0,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,27600,76
0,Not in labor force,4+ years of college,0,Male,With health insurance coverage,Veteran,31300,90
0,Not in labor force,4+ years of college,0,Male,With health insurance coverage,Not a veteran,381000,70
0,Not in labor force,4+ years of college,1,Male,With health insurance coverage,Not a veteran,24000,72
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,48000,52
0,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,24000,62
0,Not in labor force,High school,0,Male,With health insurance coverage,Veteran,174000,88
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,109000,31
0,Not in labor force,Some high school,0,Female,With health insurance coverage,Not a veteran,15800,85
0,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,16800,86
0,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,84100,40
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,124040,52
0,Employed,4+ years of college,1,Female,With health insurance coverage,Not a veteran,80000,49
0,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,63100,65
0,Employed,Some college,1,Female,With health insurance coverage,Not a veteran,86000,55
0,Not in labor force,Some college,0,Female,With health insurance coverage,Not a veteran,57920,78
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,140000,42
0,Employed,High school,0,Male,With health insurance coverage,Veteran,35000,63
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,38000,26
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,150500,48
0,Employed,Some college,0,Female,With health insurance coverage,Veteran,98400,51
0,Not in labor force,Some college,0,Female,With health insurance coverage,Not a veteran,90300,73
1,Not in labor force,Some college,0,Male,With health insurance coverage,Veteran,13000,79
0,Not in labor force,Some college,1,Female,With health insurance coverage,Not a veteran,15700,61
1,Not in labor force,Some college,0,Male,With health insurance coverage,Not a veteran,4800,34
0,Not in labor force,Less than high school,0,Female,With health insurance coverage,Not a veteran,14370,95
1,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,10000,56
0,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,16000,62
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,96900,42
0,Employed,Some college,0,Male,With health insurance coverage,Not a veteran,81600,39
0,Unemployed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,15500,40
1,Employed,4+ years of college,0,Male,With health insurance coverage,Veteran,2000,28
1,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,18000,50
0,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,50700,63
1,Employed,Some college,0,Female,With health insurance coverage,Not a veteran,0,39
0,Employed,High school,1,Male,With health insurance coverage,Not a veteran,52000,56
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,280000,50
0,Employed,High school,0,Male,With health insurance coverage,Not a veteran,25000,86
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,428000,84
0,Not in labor force,4+ years of college,0,Female,With health insurance coverage,Not a veteran,77310,74
0,Not in labor force,Some high school,1,Female,With health insurance coverage,Not a veteran,29200,85
0,Not in labor force,Less than high school,0,Male,With health insurance coverage,Not a veteran,33500,88
0,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,23800,90
0,Employed,Some college,0,Female,With health insurance coverage,Not a veteran,71000,60
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,63000,37
0,Not in labor force,High school,1,Female,With health insurance coverage,Not a veteran,55370,62
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,109000,26
0,Not in labor force,Some college,0,Female,With health insurance coverage,Not a veteran,110600,69
0,Not in labor force,Some college,0,Male,With health insurance coverage,Not a veteran,19000,36
0,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,64800,68
0,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,22000,82
0,Not in labor force,Some college,0,Female,With health insurance coverage,Veteran,33000,73
0,Employed,Some college,0,Female,With health insurance coverage,Not a veteran,97000,47
0,Employed,4+ years of college,0,Female,With health insurance coverage,Veteran,42000,51
0,Not in labor force,4+ years of college,0,Male,With health insurance coverage,Not a veteran,65700,84
0,Not in labor force,Some college,0,Male,With health insurance coverage,Not a veteran,52000,81
