BLACK,pov,SEX,EMPSTAT,EDUC,HCOVANY,VETSTAT,FTOTINC,AGE
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,53200,64
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,100000,84
0,1,Male,Employed,High school,With health insurance coverage,Not a veteran,1200,84
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,56000,42
0,1,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,0,44
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Veteran,368800,48
0,1,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,13500,60
0,1,Female,Employed,4+ years of college,No health insurance coverage,Not a veteran,60000,27
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,66000,35
0,1,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,316000,50
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,177000,56
0,0,Male,Not in labor force,Some college,With health insurance coverage,Not a veteran,31100,65
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,36440,57
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,68000,27
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,26400,68
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,225000,61
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,43000,29
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,36000,37
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,150000,63
0,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,31200,57
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,100000,64
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,32700,62
0,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,20200,67
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,26000,49
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,42000,59
0,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,90000,72
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,76500,31
0,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,100000,58
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,138400,40
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,111200,71
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,62300,30
0,1,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,20000,35
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,189400,54
0,1,Male,Employed,Some college,With health insurance coverage,Not a veteran,1700,90
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,87300,72
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,21300,63
0,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,64400,67
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,150000,72
0,1,Female,Employed,Some college,With health insurance coverage,Not a veteran,0,26
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,148000,56
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,84000,47
0,1,Male,Not in labor force,Some high school,With health insurance coverage,Veteran,26800,83
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,80000,50
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,134400,43
0,0,Male,Unemployed,Some college,With health insurance coverage,Not a veteran,114000,65
0,1,Female,Employed,High school,With health insurance coverage,Veteran,60900,39
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,98000,28
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,59900,71
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,38200,60
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,150000,39
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,67000,44
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,113000,65
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,157000,91
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,102000,74
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,118000,66
0,1,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,14000,78
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,43000,64
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,65800,43
0,0,Male,Not in labor force,Some college,With health insurance coverage,Not a veteran,40200,65
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,187100,65
0,0,Female,Not in labor force,Some college,With health insurance coverage,Not a veteran,63700,62
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,44700,73
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,17200,71
0,1,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,4900,64
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,31200,74
0,0,Female,Not in labor force,Some college,With health insurance coverage,Not a veteran,40600,71
0,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,211000,76
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,104900,57
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,220000,60
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,102000,57
0,0,Male,Not in labor force,Some college,With health insurance coverage,Not a veteran,26500,74
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,50000,54
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,33000,74
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,62000,67
0,0,Male,Not in labor force,Some college,With health insurance coverage,Not a veteran,36400,72
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,67000,28
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,125000,35
0,1,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,13700,67
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,115000,45
0,0,Female,Not in labor force,Some college,With health insurance coverage,Veteran,34000,70
0,1,Female,Employed,Some high school,With health insurance coverage,Not a veteran,4000,28
0,0,Male,Not in labor force,Some college,With health insurance coverage,Veteran,30000,71
0,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,147400,39
0,1,Female,Not in labor force,Some college,With health insurance coverage,Not a veteran,56000,69
0,1,Female,Employed,Some college,With health insurance coverage,Not a veteran,27500,28
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,81600,78
0,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,60000,47
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,44000,73
0,0,Female,Unemployed,High school,With health insurance coverage,Not a veteran,111800,84
0,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,58770,67
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,31200,58
0,1,Male,Employed,High school,With health insurance coverage,Not a veteran,6000,65
0,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,178400,54
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,59300,73
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,37200,37
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,200000,57
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,31000,67
0,0,Female,Employed,4+ years of college,With health insurance coverage,Veteran,98000,75
0,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Veteran,753300,77
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,86600,23
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,97000,68
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,10000,32
0,0,Male,Employed,4+ years of college,No health insurance coverage,Not a veteran,65000,47
0,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,102080,71
0,0,Male,Not in labor force,Some college,With health insurance coverage,Not a veteran,32000,31
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,746000,60
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,140000,80
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,17000,80
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,1900,49
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,20000,72
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,102050,47
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,80000,51
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,74000,30
0,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Veteran,496200,57
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,50000,29
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,180000,59
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,140000,73
0,1,Male,Employed,High school,With health insurance coverage,Not a veteran,63880,63
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,362000,57
0,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,38200,62
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,240000,47
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,101400,62
0,1,Female,Employed,High school,With health insurance coverage,Not a veteran,16800,50
0,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,69530,74
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,120000,79
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,35000,40
0,0,Male,Not in labor force,Some college,With health insurance coverage,Not a veteran,75000,66
0,0,Male,Employed,4+ years of college,With health insurance coverage,Veteran,32000,59
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,14640,62
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,95000,31
0,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,31500,45
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,36730,32
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,170000,62
0,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,180000,76
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,100000,65
0,0,Male,Employed,Some college,With health insurance coverage,Veteran,127010,49
0,0,Male,Employed,4+ years of college,No health insurance coverage,Not a veteran,24000,27
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,80000,63
0,0,Female,Not in labor force,Some college,With health insurance coverage,Not a veteran,34400,76
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,160000,63
0,0,Female,Not in labor force,Some college,With health insurance coverage,Not a veteran,148100,62
0,0,Male,Employed,4+ years of college,No health insurance coverage,Not a veteran,498000,57
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,75000,54
0,0,Female,Employed,High school,No health insurance coverage,Not a veteran,50000,22
0,0,Male,Not in labor force,High school,With health insurance coverage,Veteran,80500,82
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,150000,30
0,1,Male,Employed,Some high school,With health insurance coverage,Not a veteran,12000,37
0,1,Female,Not in labor force,Some college,With health insurance coverage,Not a veteran,7400,69
0,1,Female,Not in labor force,4+ years of college,With health insurance coverage,Veteran,14400,44
0,0,Male,Employed,4+ years of college,With health insurance coverage,Veteran,81100,59
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,32000,43
0,0,Male,Employed,High school,With health insurance coverage,Veteran,127000,73
0,0,Male,Not in labor force,Some college,With health insurance coverage,Not a veteran,43600,65
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,17500,56
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,132300,54
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,111200,47
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,18000,71
0,0,Male,Not in labor force,Some college,With health insurance coverage,Not a veteran,57900,63
0,0,Male,Not in labor force,Some college,With health insurance coverage,Not a veteran,29300,72
0,0,Male,Not in labor force,Some college,With health insurance coverage,Not a veteran,220200,76
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,48000,70
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,48000,24
0,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,69600,60
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,135000,70
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,-1800,51
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,69940,65
0,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,518780,67
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,27400,59
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,58300,74
0,0,Male,Employed,Some college,With health insurance coverage,Veteran,77200,64
0,0,Male,Employed,High school,With health insurance coverage,Veteran,63450,51
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,56600,44
0,0,Male,Not in labor force,Some college,With health insurance coverage,Not a veteran,25600,46
0,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,62400,71
0,0,Male,Not in labor force,Some college,With health insurance coverage,Veteran,30000,44
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,109200,54
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,79000,54
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,54300,74
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,34600,69
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,35300,41
0,1,Female,Not in labor force,Some high school,With health insurance coverage,Not a veteran,41700,79
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,88100,36
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,341600,81
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,137000,78
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,62400,62
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,17640,38
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,120400,83
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,41800,64
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,97000,34
0,0,Male,Employed,Some college,With health insurance coverage,Veteran,25050,75
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,69700,64
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,31600,25
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,57600,67
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,120000,68
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,163000,37
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,118000,64
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,36900,42
0,0,Female,Employed,High school,With health insurance coverage,Veteran,52020,21
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,110000,59
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,30000,73
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,35000,77
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,70000,48
0,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,218010,66
0,1,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,150200,37
