pov,EMPSTAT,EDUC,BLACK,SEX,HCOVANY,VETSTAT,FTOTINC,AGE
0,Not in labor force,High school,1,Female,With health insurance coverage,Not a veteran,134480,26
0,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,50470,68
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,65000,41
0,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,78900,63
0,Not in labor force,High school,0,Male,With health insurance coverage,Veteran,39600,95
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,303100,38
0,Not in labor force,4+ years of college,0,Male,With health insurance coverage,Veteran,39000,68
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,24000,36
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,206000,65
0,Employed,Some college,1,Male,With health insurance coverage,Not a veteran,60000,53
0,Not in labor force,Some high school,0,Female,With health insurance coverage,Not a veteran,101500,65
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,130000,39
0,Not in labor force,Some college,0,Male,With health insurance coverage,Not a veteran,33500,76
0,Employed,4+ years of college,0,Female,No health insurance coverage,Not a veteran,26000,44
0,Employed,Some college,0,Female,With health insurance coverage,Not a veteran,40000,42
0,Not in labor force,High school,0,Male,With health insurance coverage,Veteran,45800,70
0,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,48100,67
0,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,24510,66
0,Employed,High school,0,Male,With health insurance coverage,Not a veteran,54100,57
0,Not in labor force,Some college,0,Male,With health insurance coverage,Not a veteran,69700,71
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,116030,49
0,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,49910,52
0,Employed,Some college,0,Female,With health insurance coverage,Not a veteran,76000,63
0,Employed,Some college,0,Male,No health insurance coverage,Not a veteran,91800,35
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,80000,44
0,Not in labor force,4+ years of college,0,Male,With health insurance coverage,Not a veteran,76000,69
0,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,21800,86
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,50000,36
0,Not in labor force,4+ years of college,0,Male,With health insurance coverage,Not a veteran,103800,75
0,Employed,High school,1,Male,With health insurance coverage,Not a veteran,30400,20
0,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,184900,75
0,Employed,Some college,0,Female,With health insurance coverage,Not a veteran,274000,29
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,255000,62
0,Not in labor force,Some college,0,Male,With health insurance coverage,Veteran,31700,77
0,Employed,Some college,0,Female,With health insurance coverage,Not a veteran,75000,27
0,Not in labor force,4+ years of college,0,Male,With health insurance coverage,Not a veteran,19300,70
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,150000,26
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,58020,24
0,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,22600,66
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,130000,53
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,268000,47
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,65000,53
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,103700,68
0,Employed,High school,0,Male,With health insurance coverage,Not a veteran,40000,31
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,64000,73
0,Employed,High school,0,Male,With health insurance coverage,Not a veteran,35000,68
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,153000,56
0,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,16800,70
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,127700,50
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,111000,28
0,Not in labor force,4+ years of college,0,Male,With health insurance coverage,Not a veteran,100000,65
0,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,35600,58
0,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,59950,67
0,Not in labor force,Some college,0,Male,With health insurance coverage,Not a veteran,77300,69
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,458800,55
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,152000,86
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,150000,32
0,Not in labor force,4+ years of college,0,Male,With health insurance coverage,Veteran,80600,75
0,Not in labor force,4+ years of college,1,Female,With health insurance coverage,Not a veteran,119000,72
0,Employed,Some college,0,Male,With health insurance coverage,Not a veteran,104000,51
0,Employed,Some college,0,Male,With health insurance coverage,Not a veteran,169500,57
0,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,90700,76
0,Employed,Some college,0,Female,With health insurance coverage,Not a veteran,58200,39
0,Employed,High school,0,Male,With health insurance coverage,Not a veteran,90400,34
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,29800,27
0,Not in labor force,4+ years of college,0,Male,With health insurance coverage,Veteran,141900,74
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,100000,54
0,Employed,Some high school,0,Male,With health insurance coverage,Not a veteran,49600,61
0,Employed,Some college,0,Female,With health insurance coverage,Not a veteran,53100,24
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,160000,45
0,Not in labor force,4+ years of college,0,Female,With health insurance coverage,Not a veteran,244300,68
0,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,25000,73
0,Not in labor force,4+ years of college,0,Male,With health insurance coverage,Not a veteran,61800,65
0,Employed,Some college,0,Male,With health insurance coverage,Not a veteran,139600,64
0,Employed,Some college,0,Male,With health insurance coverage,Not a veteran,110000,53
0,Not in labor force,High school,0,Male,With health insurance coverage,Veteran,81000,77
0,Not in labor force,Some college,0,Male,With health insurance coverage,Not a veteran,34000,68
0,Not in labor force,4+ years of college,0,Female,With health insurance coverage,Not a veteran,50000,40
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,489000,40
0,Not in labor force,Some college,1,Female,With health insurance coverage,Not a veteran,38000,74
0,Not in labor force,High school,1,Female,With health insurance coverage,Not a veteran,50930,72
0,Not in labor force,High school,0,Female,No health insurance coverage,Not a veteran,60730,52
0,Not in labor force,High school,0,Male,With health insurance coverage,Veteran,36700,76
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,65000,90
0,Employed,Some college,0,Male,With health insurance coverage,Not a veteran,271050,73
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,203700,52
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,55000,69
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,222990,44
0,Employed,High school,1,Female,With health insurance coverage,Not a veteran,50400,60
0,Not in labor force,4+ years of college,1,Female,With health insurance coverage,Not a veteran,110190,62
0,Not in labor force,4+ years of college,0,Male,With health insurance coverage,Not a veteran,104200,65
0,Employed,Some college,0,Male,With health insurance coverage,Not a veteran,65000,30
0,Employed,4+ years of college,0,Female,No health insurance coverage,Not a veteran,59100,38
0,Employed,High school,0,Male,With health insurance coverage,Not a veteran,24000,26
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,176400,43
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,163000,58
0,Employed,High school,0,Male,With health insurance coverage,Not a veteran,108000,52
0,Employed,Some college,0,Female,With health insurance coverage,Not a veteran,31000,69
0,Employed,4+ years of college,1,Female,With health insurance coverage,Not a veteran,190000,49
0,Employed,High school,0,Male,With health insurance coverage,Not a veteran,42000,57
0,Employed,Some college,0,Male,With health insurance coverage,Not a veteran,160000,59
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,55240,61
0,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,90000,31
0,Not in labor force,4+ years of college,0,Female,With health insurance coverage,Not a veteran,64000,37
0,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,119400,76
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,82870,69
0,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,40900,75
0,Not in labor force,High school,1,Male,With health insurance coverage,Veteran,57000,69
0,Employed,4+ years of college,0,Male,With health insurance coverage,Veteran,138000,59
0,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,40800,67
0,Employed,4+ years of college,1,Male,With health insurance coverage,Not a veteran,494800,28
0,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,78000,64
0,Employed,High school,1,Female,With health insurance coverage,Not a veteran,22400,61
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,183000,62
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,323400,38
0,Not in labor force,4+ years of college,0,Female,With health insurance coverage,Not a veteran,127800,46
0,Not in labor force,4+ years of college,0,Female,With health insurance coverage,Not a veteran,107110,79
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,75000,57
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,117000,43
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,169000,57
0,Not in labor force,4+ years of college,0,Male,With health insurance coverage,Not a veteran,143000,77
0,Not in labor force,High school,1,Female,With health insurance coverage,Not a veteran,66600,72
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,68000,35
0,Employed,High school,1,Female,With health insurance coverage,Not a veteran,18900,47
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,138750,46
0,Employed,High school,0,Male,With health insurance coverage,Not a veteran,95000,48
0,Employed,High school,0,Male,With health insurance coverage,Not a veteran,143000,60
0,Employed,Some college,0,Male,With health insurance coverage,Not a veteran,83100,32
0,Not in labor force,High school,1,Male,With health insurance coverage,Veteran,29100,74
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,61700,74
0,Not in labor force,4+ years of college,0,Male,With health insurance coverage,Not a veteran,165800,65
0,Employed,Some college,0,Male,With health insurance coverage,Not a veteran,80000,28
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,86000,41
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,51000,58
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,70400,53
0,Not in labor force,4+ years of college,0,Male,With health insurance coverage,Not a veteran,157100,64
0,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,37500,71
0,Not in labor force,4+ years of college,0,Male,With health insurance coverage,Not a veteran,55080,71
0,Not in labor force,Some college,0,Male,With health insurance coverage,Veteran,49700,70
0,Employed,High school,0,Male,With health insurance coverage,Not a veteran,55090,50
0,Employed,Some college,0,Male,With health insurance coverage,Not a veteran,129010,50
0,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,46000,84
0,Employed,High school,0,Male,With health insurance coverage,Not a veteran,155000,37
0,Not in labor force,Some high school,0,Male,With health insurance coverage,Not a veteran,22400,70
0,Employed,4+ years of college,0,Male,No health insurance coverage,Not a veteran,65000,24
0,Not in labor force,High school,0,Male,With health insurance coverage,Veteran,22700,95
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,191500,32
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,91000,57
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,101800,29
0,Not in labor force,Some college,0,Female,With health insurance coverage,Not a veteran,44500,61
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,95000,75
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,20000,26
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,210580,50
0,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,68100,73
0,Employed,High school,0,Male,With health insurance coverage,Not a veteran,25000,35
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,48000,47
0,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,34800,66
0,Employed,High school,0,Male,With health insurance coverage,Not a veteran,112000,39
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,125000,36
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,41000,30
0,Not in labor force,Some college,0,Female,With health insurance coverage,Not a veteran,84700,63
0,Not in labor force,Some high school,0,Male,With health insurance coverage,Not a veteran,61980,67
0,Employed,High school,0,Male,With health insurance coverage,Not a veteran,102500,52
0,Employed,Some college,0,Male,With health insurance coverage,Not a veteran,43770,26
0,Not in labor force,Some college,0,Female,With health insurance coverage,Not a veteran,59000,59
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,141330,38
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,35000,55
0,Not in labor force,High school,0,Male,With health insurance coverage,Veteran,72600,70
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,41000,39
0,Not in labor force,Some college,0,Female,With health insurance coverage,Not a veteran,85300,57
0,Employed,4+ years of college,1,Male,With health insurance coverage,Not a veteran,97000,51
0,Employed,Some college,0,Female,With health insurance coverage,Not a veteran,28600,43
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,262000,44
0,Not in labor force,Some college,0,Male,With health insurance coverage,Not a veteran,68700,66
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,160000,66
0,Not in labor force,4+ years of college,0,Female,With health insurance coverage,Not a veteran,526300,69
0,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,38300,73
0,Employed,High school,0,Male,With health insurance coverage,Not a veteran,45000,68
0,Employed,4+ years of college,1,Female,With health insurance coverage,Not a veteran,91900,48
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,35000,34
0,Not in labor force,Some college,1,Male,With health insurance coverage,Not a veteran,16500,57
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,155000,73
0,Not in labor force,Some college,0,Female,With health insurance coverage,Not a veteran,32000,67
0,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,93900,50
0,Not in labor force,4+ years of college,0,Female,With health insurance coverage,Not a veteran,63400,55
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,76100,48
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,125070,27
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,91100,60
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,120000,39
0,Employed,High school,1,Female,With health insurance coverage,Not a veteran,40000,42
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,140000,32
0,Not in labor force,4+ years of college,0,Female,With health insurance coverage,Not a veteran,117000,45
0,Employed,Some college,1,Female,With health insurance coverage,Not a veteran,25000,25
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,62700,53
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,280000,61
0,Employed,Some high school,0,Female,With health insurance coverage,Not a veteran,214000,44
0,Not in labor force,Less than high school,0,Male,With health insurance coverage,Not a veteran,20000,67
0,Not in labor force,Some high school,0,Male,With health insurance coverage,Not a veteran,24000,73
0,Employed,Some college,0,Female,With health insurance coverage,Not a veteran,92500,46
0,Employed,High school,0,Male,With health insurance coverage,Not a veteran,103000,42
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,125000,48
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,19000,69
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,25000,49
0,Not in labor force,Some high school,0,Male,With health insurance coverage,Veteran,21100,68
0,Not in labor force,Some college,0,Male,With health insurance coverage,Veteran,75500,67
0,Employed,High school,0,Male,With health insurance coverage,Not a veteran,64600,71
0,Employed,High school,0,Male,With health insurance coverage,Not a veteran,58600,32
0,Not in labor force,Some college,0,Female,With health insurance coverage,Not a veteran,105500,34
0,Employed,Some college,0,Male,With health insurance coverage,Not a veteran,150900,54
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,82000,35
0,Employed,High school,0,Male,With health insurance coverage,Not a veteran,51000,44
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,22000,81
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,111000,43
0,Not in labor force,Some college,0,Female,With health insurance coverage,Not a veteran,52100,65
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,134800,59
0,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,59800,73
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,203700,35
0,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,20000,95
0,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,56900,65
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,82000,54
0,Employed,Some college,0,Female,With health insurance coverage,Not a veteran,111000,63
0,Employed,Some college,0,Male,With health insurance coverage,Not a veteran,90000,40
0,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,61300,74
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,144000,53
0,Employed,High school,0,Male,With health insurance coverage,Not a veteran,65000,41
0,Not in labor force,Some college,0,Male,With health insurance coverage,Not a veteran,54800,67
0,Employed,High school,0,Male,With health insurance coverage,Veteran,78400,59
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,49770,49
0,Not in labor force,High school,0,Male,With health insurance coverage,Veteran,78970,74
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,85000,42
0,Not in labor force,High school,0,Male,No health insurance coverage,Veteran,30300,60
0,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,31100,85
0,Employed,Some college,0,Male,With health insurance coverage,Not a veteran,34000,32
0,Employed,Some college,0,Female,With health insurance coverage,Not a veteran,65010,34
0,Not in labor force,4+ years of college,0,Male,With health insurance coverage,Not a veteran,341700,73
0,Not in labor force,Some college,0,Male,With health insurance coverage,Not a veteran,45000,64
0,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,114700,47
0,Employed,Some college,0,Female,With health insurance coverage,Not a veteran,74000,29
0,Employed,High school,0,Male,With health insurance coverage,Not a veteran,50000,56
0,Employed,Some college,0,Male,With health insurance coverage,Not a veteran,46500,36
0,Employed,4+ years of college,1,Male,With health insurance coverage,Not a veteran,489000,66
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,110000,65
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,53000,56
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,104000,63
0,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,56100,81
0,Employed,Some college,0,Male,With health insurance coverage,Not a veteran,46110,39
0,Employed,High school,0,Male,With health insurance coverage,Not a veteran,153300,52
0,Not in labor force,4+ years of college,0,Male,With health insurance coverage,Not a veteran,83200,84
0,Employed,High school,0,Male,With health insurance coverage,Not a veteran,80000,52
0,Not in labor force,Some college,0,Female,With health insurance coverage,Not a veteran,23540,67
0,Not in labor force,Some college,1,Male,With health insurance coverage,Not a veteran,14400,86
0,Not in labor force,4+ years of college,0,Male,With health insurance coverage,Not a veteran,88500,60
0,Not in labor force,Some college,0,Male,With health insurance coverage,Not a veteran,69100,67
0,Employed,High school,1,Male,With health insurance coverage,Not a veteran,29100,62
0,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,24000,86
0,Employed,Some college,0,Male,With health insurance coverage,Not a veteran,64200,28
0,Employed,Some high school,0,Male,With health insurance coverage,Not a veteran,128000,71
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,39000,34
0,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,97900,39
0,Not in labor force,Some college,0,Female,With health insurance coverage,Not a veteran,62600,95
0,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,19200,58
0,Not in labor force,Some college,0,Female,With health insurance coverage,Not a veteran,114700,82
0,Employed,Some college,0,Male,With health insurance coverage,Not a veteran,230200,45
0,Not in labor force,4+ years of college,0,Male,With health insurance coverage,Not a veteran,19200,63
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,70000,43
0,Employed,High school,0,Male,With health insurance coverage,Not a veteran,120000,49
0,Employed,Some college,0,Male,No health insurance coverage,Not a veteran,73000,58
0,Employed,Some college,0,Male,With health insurance coverage,Veteran,80000,34
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,126000,61
0,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,42300,64
0,Employed,Some college,0,Female,With health insurance coverage,Not a veteran,75000,54
0,Employed,Some college,0,Female,No health insurance coverage,Not a veteran,141600,36
0,Employed,High school,0,Male,With health insurance coverage,Not a veteran,200000,55
0,Employed,High school,0,Male,With health insurance coverage,Not a veteran,102450,65
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,59800,55
0,Not in labor force,Some college,0,Female,With health insurance coverage,Not a veteran,55200,68
0,Employed,Some college,0,Male,With health insurance coverage,Not a veteran,90000,58
0,Not in labor force,Some college,0,Male,With health insurance coverage,Not a veteran,57000,66
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,48500,22
0,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,87540,62
0,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,35900,70
0,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,29500,74
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,120100,72
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,43200,33
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,579000,54
0,Not in labor force,Some college,0,Female,With health insurance coverage,Not a veteran,524000,58
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,80000,31
0,Not in labor force,Some college,0,Male,With health insurance coverage,Not a veteran,126300,72
0,Employed,Some college,0,Female,With health insurance coverage,Not a veteran,107000,46
0,Not in labor force,4+ years of college,0,Male,With health insurance coverage,Not a veteran,33100,70
0,Not in labor force,Some college,0,Female,With health insurance coverage,Not a veteran,113260,56
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,124000,69
0,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,14400,69
0,Employed,Some college,0,Male,With health insurance coverage,Not a veteran,50000,62
0,Not in labor force,High school,0,Male,No health insurance coverage,Not a veteran,57000,48
0,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,25500,74
0,Employed,Some college,0,Female,With health insurance coverage,Not a veteran,181000,36
0,Employed,High school,0,Male,With health insurance coverage,Not a veteran,25000,49
0,Employed,High school,0,Male,With health insurance coverage,Not a veteran,30000,23
0,Employed,Some college,0,Male,With health insurance coverage,Not a veteran,23500,20
0,Employed,High school,0,Male,With health insurance coverage,Not a veteran,99800,63
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,143000,39
0,Employed,High school,0,Male,With health insurance coverage,Veteran,78600,60
0,Not in labor force,4+ years of college,0,Female,With health insurance coverage,Not a veteran,61300,71
0,Employed,High school,0,Male,With health insurance coverage,Not a veteran,55000,61
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,30420,60
0,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,46000,82
0,Not in labor force,4+ years of college,0,Male,With health insurance coverage,Not a veteran,35640,64
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,619450,40
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,55000,33
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,50000,25
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,405000,35
0,Employed,Some college,0,Female,With health insurance coverage,Not a veteran,60000,49
0,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,54400,69
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,130000,27
0,Employed,High school,0,Male,With health insurance coverage,Not a veteran,70000,56
0,Employed,Some college,0,Female,With health insurance coverage,Not a veteran,80700,54
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,185810,53
0,Employed,High school,1,Male,With health insurance coverage,Not a veteran,55000,46
0,Not in labor force,Some college,0,Male,With health insurance coverage,Veteran,177500,52
