BLACK,pov,SEX,EMPSTAT,EDUC,HCOVANY,VETSTAT,FTOTINC,AGE
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,50000,32
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,134000,62
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,49800,27
0,1,Female,Not in labor force,Some college,With health insurance coverage,Not a veteran,13000,73
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,131000,65
1,0,Female,Employed,Some high school,With health insurance coverage,Not a veteran,108600,54
0,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,62300,57
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,95360,68
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,87900,70
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,130190,59
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,77000,60
0,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,37500,44
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,182650,54
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,119300,57
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,75000,60
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,90000,51
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,124300,48
0,0,Female,Not in labor force,High school,No health insurance coverage,Not a veteran,90000,45
0,0,Male,Not in labor force,Some college,With health insurance coverage,Not a veteran,26700,58
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,43850,89
0,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Veteran,83500,77
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,43900,76
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,22000,85
0,0,Female,Employed,Some college,No health insurance coverage,Veteran,61000,48
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,67700,61
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,90000,45
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,173000,54
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,98700,66
0,0,Male,Employed,High school,With health insurance coverage,Veteran,72000,84
1,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Veteran,233800,82
0,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,64000,62
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,51000,87
0,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,94900,85
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,62000,58
0,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,153000,65
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,63000,28
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,489000,38
0,0,Male,Employed,High school,With health insurance coverage,Veteran,109000,48
0,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Veteran,256500,95
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,36100,69
0,1,Female,Not in labor force,4+ years of college,With health insurance coverage,Veteran,110,57
1,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,28000,88
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,190000,55
1,0,Female,Not in labor force,Some college,With health insurance coverage,Not a veteran,120000,69
0,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,127500,57
0,0,Male,Not in labor force,Some high school,With health insurance coverage,Not a veteran,64000,71
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,61700,42
0,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,41200,74
0,1,Male,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,0,68
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,19400,82
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,49500,72
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,53000,39
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,489000,62
0,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,78000,71
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,76000,67
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,80000,69
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,29100,81
1,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,25400,58
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,119000,59
0,0,Female,Not in labor force,Some college,With health insurance coverage,Not a veteran,24000,78
0,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,32000,44
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,275000,45
0,0,Female,Employed,High school,With health insurance coverage,Veteran,152000,37
0,0,Female,Employed,4+ years of college,With health insurance coverage,Veteran,241900,73
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,46000,27
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,75000,73
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,46000,62
1,0,Male,Employed,High school,With health insurance coverage,Not a veteran,163000,54
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,120000,60
0,0,Male,Not in labor force,Some college,With health insurance coverage,Not a veteran,14400,70
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,69000,23
0,1,Female,Not in labor force,Some college,With health insurance coverage,Not a veteran,3900,71
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,170200,55
0,1,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,13000,53
0,0,Female,Employed,High school,With health insurance coverage,Veteran,100000,50
1,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,32020,58
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,56600,33
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,83000,64
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,36800,59
0,0,Male,Not in labor force,Some college,With health insurance coverage,Not a veteran,88500,61
0,0,Male,Employed,High school,With health insurance coverage,Veteran,113600,52
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,36800,61
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,41600,77
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,118000,58
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,161000,40
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,23600,66
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,70000,35
0,0,Female,Not in labor force,Some college,With health insurance coverage,Not a veteran,89200,79
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,230000,65
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,33600,73
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,29000,54
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,190000,41
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,80000,37
0,0,Male,Employed,4+ years of college,With health insurance coverage,Veteran,138010,46
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,125000,62
0,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,74400,71
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,221000,48
1,0,Male,Employed,High school,With health insurance coverage,Not a veteran,50000,20
0,0,Male,Not in labor force,Some college,With health insurance coverage,Not a veteran,27700,75
0,1,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,10600,75
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,160000,67
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,50200,24
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,88000,65
0,1,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,10100,71
0,0,Female,Not in labor force,Some college,With health insurance coverage,Not a veteran,72200,67
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,189400,84
0,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Veteran,130000,90
0,0,Male,Not in labor force,Some college,With health insurance coverage,Not a veteran,33940,60
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,36000,25
1,0,Female,Employed,High school,With health insurance coverage,Not a veteran,25000,60
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,161100,73
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,62280,61
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,71400,50
1,1,Male,Not in labor force,Some college,With health insurance coverage,Not a veteran,4000,69
0,0,Male,Employed,High school,With health insurance coverage,Veteran,37000,79
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,829000,48
0,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,40000,39
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,116200,51
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,36000,57
0,0,Female,Employed,Some college,No health insurance coverage,Not a veteran,60800,54
0,0,Female,Not in labor force,Some high school,With health insurance coverage,Not a veteran,33000,77
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,69000,69
0,0,Male,Employed,4+ years of college,With health insurance coverage,Veteran,200000,31
0,0,Male,Not in labor force,Some college,With health insurance coverage,Veteran,23200,65
0,0,Male,Employed,4+ years of college,With health insurance coverage,Veteran,39100,56
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,56800,95
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,100400,62
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,63000,76
0,0,Male,Not in labor force,Some high school,With health insurance coverage,Veteran,114800,77
0,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,40400,63
0,0,Female,Employed,4+ years of college,With health insurance coverage,Veteran,42000,73
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,166500,48
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,40000,22
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,71800,26
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,213600,52
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,76100,62
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,103000,48
1,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,19600,54
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,60000,54
1,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,164000,51
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,69500,60
0,0,Male,Not in labor force,Some college,With health insurance coverage,Not a veteran,37000,74
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,59000,30
0,1,Male,Not in labor force,Some college,With health insurance coverage,Not a veteran,12000,74
0,0,Male,Employed,4+ years of college,With health insurance coverage,Veteran,452000,49
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,204000,56
0,0,Male,Unemployed,Some college,With health insurance coverage,Not a veteran,27000,66
0,0,Male,Not in labor force,Some college,With health insurance coverage,Not a veteran,54000,56
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,35600,95
0,0,Male,Employed,High school,With health insurance coverage,Veteran,70000,40
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,17000,44
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,100000,42
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,67000,55
0,1,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,10000,82
0,0,Female,Employed,Some college,No health insurance coverage,Veteran,36400,36
1,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,73000,65
0,0,Male,Employed,4+ years of college,With health insurance coverage,Veteran,165330,53
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,40000,41
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,29680,26
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,52110,63
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,170000,32
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,21600,60
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,210000,61
0,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,198200,65
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,47230,71
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,180300,60
0,0,Female,Employed,4+ years of college,With health insurance coverage,Veteran,135000,39
0,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,116190,61
0,0,Female,Not in labor force,Some college,With health insurance coverage,Not a veteran,53900,65
0,1,Male,Not in labor force,Less than high school,With health insurance coverage,Veteran,9700,90
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,40000,30
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,79300,90
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,53000,59
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,69940,43
0,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,50000,74
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,539000,47
0,0,Female,Employed,High school,No health insurance coverage,Not a veteran,37000,60
0,1,Female,Not in labor force,Some college,With health insurance coverage,Not a veteran,5600,81
1,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,65000,48
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,450700,77
0,1,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,14000,52
0,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,119700,64
0,0,Male,Not in labor force,Some college,With health insurance coverage,Not a veteran,72000,40
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,36200,85
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,136700,60
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,104000,48
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,340000,63
1,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,63900,71
0,0,Female,Not in labor force,Some college,With health insurance coverage,Not a veteran,70600,69
1,1,Female,Not in labor force,Some college,With health insurance coverage,Veteran,0,74
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,112000,39
0,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,32700,65
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,70900,30
0,0,Male,Not in labor force,Some college,With health insurance coverage,Not a veteran,29500,78
0,0,Female,Not in labor force,High school,With health insurance coverage,Veteran,16400,69
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,79000,74
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,14100,61
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,87700,42
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,80500,41
1,1,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,0,60
0,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Veteran,120000,76
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,22200,66
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,96200,29
1,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,90900,32
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,30100,70
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,60000,89
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,186400,50
0,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,85100,61
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,151000,56
0,1,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,12700,70
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,55300,74
0,1,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,2500,28
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,144000,60
0,0,Female,Employed,Some college,With health insurance coverage,Veteran,132000,48
0,0,Female,Not in labor force,Some high school,With health insurance coverage,Not a veteran,23200,83
0,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,90800,83
0,0,Male,Not in labor force,Some college,With health insurance coverage,Not a veteran,27500,72
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,30100,87
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,112100,57
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,33000,52
1,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,22100,81
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,104000,52
0,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,70900,45
0,0,Female,Not in labor force,Less than high school,With health insurance coverage,Not a veteran,77400,69
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,50000,31
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,20000,75
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,160000,35
0,0,Male,Not in labor force,Some college,With health insurance coverage,Not a veteran,22200,72
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,489000,67
1,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,127000,40
0,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Veteran,19000,72
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,80000,30
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,20800,70
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,76000,34
1,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,44600,22
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,228900,63
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,116200,58
0,1,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,1400,62
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,245000,57
0,1,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,7500,31
0,0,Female,Employed,4+ years of college,With health insurance coverage,Veteran,275000,43
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,105000,72
0,1,Female,Employed,High school,With health insurance coverage,Not a veteran,30000,42
0,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,155000,37
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,112400,61
1,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,59000,65
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,125050,60
0,1,Female,Employed,Some high school,With health insurance coverage,Not a veteran,10800,26
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,110000,66
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,485000,75
0,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,68400,73
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,69800,42
0,0,Male,Not in labor force,Some college,With health insurance coverage,Not a veteran,42500,73
0,0,Male,Employed,4+ years of college,With health insurance coverage,Veteran,62100,60
1,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,122300,41
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,188050,41
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,210000,42
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,69000,34
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,177200,40
0,0,Male,Not in labor force,Some college,With health insurance coverage,Veteran,92000,70
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,128000,39
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,105700,66
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,30000,30
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,65700,68
0,1,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,14000,61
0,1,Female,Employed,High school,With health insurance coverage,Veteran,100,28
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,88000,52
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,93830,31
1,1,Female,Employed,High school,With health insurance coverage,Not a veteran,12000,39
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,117100,36
0,0,Female,Not in labor force,Some high school,With health insurance coverage,Veteran,27000,60
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,278100,40
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,200000,53
1,0,Female,Not in labor force,Some college,With health insurance coverage,Not a veteran,53000,63
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,30200,64
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,171000,44
0,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,148200,84
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,425300,48
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,79700,74
1,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,73100,80
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,27200,73
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,119000,45
0,0,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,108000,40
0,0,Male,Not in labor force,Some college,With health insurance coverage,Not a veteran,61780,68
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,117000,77
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,24000,61
0,1,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,16000,52
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,30000,32
0,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,71600,34
0,1,Female,Employed,4+ years of college,With health insurance coverage,Not a veteran,12300,37
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,98900,53
1,0,Male,Employed,High school,With health insurance coverage,Not a veteran,100000,55
0,0,Male,Employed,Some college,No health insurance coverage,Not a veteran,66000,39
0,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,91000,55
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,30000,53
0,0,Female,Unemployed,Some college,No health insurance coverage,Not a veteran,36360,20
0,0,Female,Not in labor force,Some college,With health insurance coverage,Not a veteran,42500,83
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,24000,89
0,0,Male,Employed,Some college,With health insurance coverage,Veteran,131000,69
0,0,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,31200,65
0,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,76660,71
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,65000,68
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,30800,84
0,0,Female,Not in labor force,Some college,With health insurance coverage,Not a veteran,24200,95
0,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,58000,71
0,1,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,2600,54
0,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,88000,46
0,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,128000,54
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,120000,65
0,1,Male,Not in labor force,High school,With health insurance coverage,Not a veteran,32000,52
0,0,Male,Not in labor force,Some high school,With health insurance coverage,Veteran,22400,83
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,83000,37
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,182620,70
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,245000,83
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,131200,42
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,280600,47
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,157300,33
0,0,Female,Employed,Some college,With health insurance coverage,Veteran,81500,71
0,0,Female,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,343200,41
0,0,Male,Employed,Some college,With health insurance coverage,Not a veteran,62400,71
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,62700,66
0,0,Female,Not in labor force,High school,With health insurance coverage,Not a veteran,54000,64
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,29100,42
0,0,Male,Not in labor force,4+ years of college,With health insurance coverage,Not a veteran,21330,89
0,0,Female,Employed,Some college,With health insurance coverage,Not a veteran,84000,30
1,0,Male,Employed,High school,With health insurance coverage,Not a veteran,62000,49
0,0,Male,Employed,4+ years of college,With health insurance coverage,Not a veteran,16310,34
0,0,Female,Not in labor force,Some college,With health insurance coverage,Veteran,24000,69
0,0,Male,Employed,High school,With health insurance coverage,Not a veteran,45100,72
0,0,Female,Not in labor force,Some college,With health insurance coverage,Not a veteran,41670,67
0,0,Female,Employed,High school,With health insurance coverage,Not a veteran,127100,47
